Region,Date,Price,Time left on Auction
US,6/2/2015 14:50,23071,Long
US,6/2/2015 15:00,23071,Long
US,6/2/2015 15:10,23105,Long
US,6/2/2015 15:30,23139,Long
US,6/2/2015 15:40,23139,Long
US,6/2/2015 15:50,23205,Long
US,6/2/2015 16:00,23205,Long
US,6/2/2015 16:10,23248,Long
US,6/2/2015 16:30,23282,Long
US,6/2/2015 16:40,23282,Long
US,6/2/2015 16:50,23309,Long
US,6/2/2015 17:00,23309,Long
US,6/2/2015 17:10,23344,Long
US,6/2/2015 17:20,23344,Long
US,6/2/2015 17:30,23391,Long
US,6/2/2015 17:40,23391,Long
US,6/2/2015 17:50,23311,Long
US,6/2/2015 18:00,23311,Long
US,6/2/2015 18:10,23190,Long
US,6/2/2015 18:20,23190,Long
US,6/2/2015 18:30,23067,Long
US,6/2/2015 18:40,23067,Long
US,6/2/2015 18:50,23044,Long
US,6/2/2015 19:00,23044,Long
US,6/2/2015 19:10,23050,Long
US,6/2/2015 19:20,23050,Long
US,6/2/2015 19:30,23055,Long
US,6/2/2015 19:40,23055,Long
US,6/2/2015 19:50,23020,Long
US,6/2/2015 20:00,23020,Long
US,6/2/2015 20:10,22878,Long
US,6/2/2015 20:20,22878,Long
US,6/2/2015 20:30,22762,Long
US,6/2/2015 20:40,22762,Long
US,6/2/2015 20:50,22690,Long
US,6/2/2015 21:00,22690,Long
US,6/2/2015 21:11,22704,Long
US,6/2/2015 21:20,22704,Long
US,6/2/2015 21:30,22666,Long
US,6/2/2015 21:40,22666,Long
US,6/2/2015 21:50,22661,Long
US,6/2/2015 22:00,22661,Long
US,6/2/2015 22:10,22702,Long
US,6/2/2015 22:20,22702,Long
US,6/2/2015 22:30,22795,Long
US,6/2/2015 22:40,22795,Long
US,6/2/2015 22:50,22797,Long
US,6/2/2015 23:00,22797,Long
US,6/2/2015 23:10,22793,Long
US,6/2/2015 23:20,22793,Long
US,6/2/2015 23:30,22801,Long
US,6/2/2015 23:40,22801,Long
US,6/2/2015 23:50,22910,Long
US,6/3/2015 0:00,22910,Long
US,6/3/2015 0:10,22964,Long
US,6/3/2015 0:20,22964,Long
US,6/3/2015 0:30,22970,Long
US,6/3/2015 0:40,22970,Long
US,6/3/2015 0:50,22972,Long
US,6/3/2015 1:00,22972,Long
US,6/3/2015 1:10,23008,Long
US,6/3/2015 1:20,23008,Long
US,6/3/2015 1:30,23088,Long
US,6/3/2015 1:40,23088,Long
US,6/3/2015 1:50,23178,Long
US,6/3/2015 2:00,23178,Long
US,6/3/2015 2:10,23065,Long
US,6/3/2015 2:20,23065,Long
US,6/3/2015 2:30,22968,Long
US,6/3/2015 2:40,22968,Long
US,6/3/2015 2:50,22908,Long
US,6/3/2015 3:00,22908,Long
US,6/3/2015 3:10,23005,Long
US,6/3/2015 3:20,23005,Long
US,6/3/2015 3:30,23099,Long
US,6/3/2015 3:40,23099,Long
US,6/3/2015 3:50,23064,Long
US,6/3/2015 4:00,23064,Long
US,6/3/2015 4:10,22988,Long
US,6/3/2015 4:27,22980,Long
US,6/3/2015 4:30,22980,Long
US,6/3/2015 4:40,22980,Long
US,6/3/2015 4:50,23070,Long
US,6/3/2015 5:00,23070,Long
US,6/3/2015 5:10,23181,Long
US,6/3/2015 5:20,23181,Long
US,6/3/2015 5:30,23266,Long
US,6/3/2015 5:40,23266,Long
US,6/3/2015 5:50,23332,Long
US,6/3/2015 6:00,23332,Long
US,6/3/2015 6:10,23386,Long
US,6/3/2015 6:20,23386,Long
US,6/3/2015 6:30,23413,Long
US,6/3/2015 6:40,23413,Long
US,6/3/2015 6:50,23278,Long
US,6/3/2015 7:00,23278,Long
US,6/3/2015 7:10,23144,Long
US,6/3/2015 7:20,23144,Long
US,6/3/2015 7:30,23014,Long
US,6/3/2015 7:40,23014,Long
US,6/3/2015 7:50,22989,Long
US,6/3/2015 8:00,22989,Long
US,6/3/2015 8:10,22969,Long
US,6/3/2015 8:20,22969,Long
US,6/3/2015 8:30,22897,Long
US,6/3/2015 8:40,22897,Long
US,6/3/2015 8:50,22850,Long
US,6/3/2015 9:00,22850,Long
US,6/3/2015 9:10,22794,Long
US,6/3/2015 9:20,22794,Long
US,6/3/2015 9:30,22779,Long
US,6/3/2015 9:40,22779,Long
US,6/3/2015 9:50,22762,Long
US,6/3/2015 10:00,22762,Long
US,6/3/2015 10:10,22757,Long
US,6/3/2015 10:20,22757,Long
US,6/3/2015 10:30,22754,Long
US,6/3/2015 10:40,22754,Long
US,6/3/2015 10:50,22751,Long
US,6/3/2015 11:00,22751,Long
US,6/3/2015 11:10,22786,Long
US,6/3/2015 11:20,22786,Long
US,6/3/2015 11:30,22836,Long
US,6/3/2015 11:40,22836,Long
US,6/3/2015 11:50,22869,Long
US,6/3/2015 12:00,22869,Long
US,6/3/2015 12:10,22884,Long
US,6/3/2015 12:20,22884,Long
US,6/3/2015 12:30,22906,Long
US,6/3/2015 12:40,22906,Long
US,6/3/2015 12:50,22974,Long
US,6/3/2015 13:00,22974,Long
US,6/3/2015 13:10,23036,Long
US,6/3/2015 13:20,23036,Long
US,6/3/2015 13:30,23106,Long
US,6/3/2015 13:40,23106,Long
US,6/3/2015 13:50,23126,Long
US,6/3/2015 14:00,23126,Long
US,6/3/2015 14:10,23138,Long
US,6/3/2015 14:20,23138,Long
US,6/3/2015 14:30,23137,Long
US,6/3/2015 14:40,23137,Long
US,6/3/2015 14:50,23143,Long
US,6/3/2015 15:00,23143,Long
US,6/3/2015 15:10,23138,Long
US,6/3/2015 15:20,23138,Long
US,6/3/2015 15:30,23123,Long
US,6/3/2015 15:40,23123,Long
US,6/3/2015 15:50,23150,Long
US,6/3/2015 16:00,23150,Long
US,6/3/2015 16:10,23176,Long
US,6/3/2015 16:20,23176,Long
US,6/3/2015 16:30,23218,Long
US,6/3/2015 16:40,23218,Long
US,6/3/2015 16:50,23250,Long
US,6/3/2015 17:00,23250,Long
US,6/3/2015 17:10,23313,Long
US,6/3/2015 17:20,23313,Long
US,6/3/2015 17:30,23396,Long
US,6/3/2015 17:40,23396,Long
US,6/3/2015 17:50,23416,Long
US,6/3/2015 18:00,23416,Long
US,6/3/2015 18:10,23396,Long
US,6/3/2015 18:20,23396,Long
US,6/3/2015 18:30,23339,Long
US,6/3/2015 18:40,23339,Long
US,6/3/2015 18:50,23290,Long
US,6/3/2015 19:00,23290,Long
US,6/3/2015 19:10,23231,Long
US,6/3/2015 19:20,23231,Long
US,6/3/2015 19:30,23158,Long
US,6/3/2015 19:40,23158,Long
US,6/3/2015 19:50,23099,Long
US,6/3/2015 20:00,23099,Long
US,6/3/2015 20:10,23013,Long
US,6/3/2015 20:20,23013,Long
US,6/3/2015 20:30,22957,Long
US,6/3/2015 20:40,22957,Long
US,6/3/2015 20:50,22920,Long
US,6/3/2015 21:00,22920,Long
US,6/3/2015 21:10,22874,Long
US,6/3/2015 21:20,22874,Long
US,6/3/2015 21:30,22836,Long
US,6/3/2015 21:40,22836,Long
US,6/3/2015 21:50,22815,Long
US,6/3/2015 22:00,22815,Long
US,6/3/2015 22:10,22785,Long
US,6/3/2015 22:20,22785,Long
US,6/3/2015 22:30,22781,Long
US,6/3/2015 22:40,22781,Long
US,6/3/2015 22:50,22815,Long
US,6/3/2015 23:00,22815,Long
US,6/3/2015 23:10,22878,Long
US,6/3/2015 23:20,22878,Long
US,6/3/2015 23:30,22949,Long
US,6/3/2015 23:40,22949,Long
US,6/3/2015 23:50,22999,Long
US,6/4/2015 0:00,22999,Long
US,6/4/2015 0:10,23058,Long
US,6/4/2015 0:20,23058,Long
US,6/4/2015 0:30,23121,Long
US,6/4/2015 0:40,23121,Long
US,6/4/2015 0:50,23187,Long
US,6/4/2015 1:00,23187,Long
US,6/4/2015 1:10,23250,Long
US,6/4/2015 1:20,23250,Long
US,6/4/2015 1:30,23238,Long
US,6/4/2015 1:40,23238,Long
US,6/4/2015 1:50,23189,Long
US,6/4/2015 2:00,23189,Long
US,6/4/2015 2:10,23149,Long
US,6/4/2015 2:20,23149,Long
US,6/4/2015 2:30,23100,Long
US,6/4/2015 2:40,23100,Long
US,6/4/2015 2:50,23083,Long
US,6/4/2015 3:00,23083,Long
US,6/4/2015 3:10,23097,Long
US,6/4/2015 3:20,23097,Long
US,6/4/2015 3:30,23172,Long
US,6/4/2015 3:40,23172,Long
US,6/4/2015 3:50,23273,Long
US,6/4/2015 4:00,23273,Long
US,6/4/2015 4:10,23229,Long
US,6/4/2015 4:20,23229,Long
US,6/4/2015 4:30,23172,Long
US,6/4/2015 4:40,23172,Long
US,6/4/2015 4:50,23080,Long
US,6/4/2015 5:00,23080,Long
US,6/4/2015 5:10,23038,Long
US,6/4/2015 5:20,23038,Long
US,6/4/2015 5:30,22997,Long
US,6/4/2015 5:40,22997,Long
US,6/4/2015 5:50,23003,Long
US,6/4/2015 6:00,23003,Long
US,6/4/2015 6:10,23058,Long
US,6/4/2015 6:20,23058,Long
US,6/4/2015 6:30,23013,Long
US,6/4/2015 6:40,23013,Long
US,6/4/2015 6:50,22943,Long
US,6/4/2015 7:00,22943,Long
US,6/4/2015 7:10,22865,Long
US,6/4/2015 7:20,22865,Long
US,6/4/2015 7:30,22857,Long
US,6/4/2015 7:40,22857,Long
US,6/4/2015 7:50,22875,Long
US,6/4/2015 8:00,22875,Long
US,6/4/2015 8:10,22902,Long
US,6/4/2015 8:20,22902,Long
US,6/4/2015 8:30,22918,Long
US,6/4/2015 8:40,22918,Long
US,6/4/2015 8:50,22927,Long
US,6/4/2015 9:00,22927,Long
US,6/4/2015 9:10,22923,Long
US,6/4/2015 9:20,22923,Long
US,6/4/2015 9:30,22933,Long
US,6/4/2015 9:40,22933,Long
US,6/4/2015 9:50,22900,Long
US,6/4/2015 10:00,22900,Long
US,6/4/2015 10:10,22869,Long
US,6/4/2015 10:20,22869,Long
US,6/4/2015 10:30,22845,Long
US,6/4/2015 10:40,22845,Long
US,6/4/2015 10:50,22858,Long
US,6/4/2015 11:00,22858,Long
US,6/4/2015 11:10,22885,Long
US,6/4/2015 11:20,22885,Long
US,6/4/2015 11:30,22836,Long
US,6/4/2015 11:40,22836,Long
US,6/4/2015 11:50,22752,Long
US,6/4/2015 12:00,22752,Long
US,6/4/2015 12:10,22689,Long
US,6/4/2015 12:20,22689,Long
US,6/4/2015 12:30,22701,Long
US,6/4/2015 12:40,22701,Long
US,6/4/2015 12:50,22770,Long
US,6/4/2015 13:00,22770,Long
US,6/4/2015 13:10,22817,Long
US,6/4/2015 13:20,22817,Long
US,6/4/2015 13:30,22843,Long
US,6/4/2015 13:40,22843,Long
US,6/4/2015 13:50,22856,Long
US,6/4/2015 14:00,22856,Long
US,6/4/2015 14:10,22893,Long
US,6/4/2015 14:20,22893,Long
US,6/4/2015 14:30,22977,Long
US,6/4/2015 14:40,22977,Long
US,6/4/2015 14:50,23058,Long
US,6/4/2015 15:00,23058,Long
US,6/4/2015 15:10,23154,Long
US,6/4/2015 15:20,23154,Long
US,6/4/2015 15:30,23203,Long
US,6/4/2015 15:40,23203,Long
US,6/4/2015 15:50,23197,Long
US,6/4/2015 16:00,23197,Long
US,6/4/2015 16:10,23183,Long
US,6/4/2015 16:20,23183,Long
US,6/4/2015 16:30,23199,Long
US,6/4/2015 16:40,23199,Long
US,6/4/2015 16:50,23257,Long
US,6/4/2015 17:00,23257,Long
US,6/4/2015 17:10,23321,Long
US,6/4/2015 17:20,23321,Long
US,6/4/2015 17:30,23264,Long
US,6/4/2015 17:40,23264,Long
US,6/4/2015 17:50,23214,Long
US,6/4/2015 18:00,23214,Long
US,6/4/2015 18:10,23156,Long
US,6/4/2015 18:20,23156,Long
US,6/4/2015 18:30,23177,Long
US,6/4/2015 18:40,23177,Long
US,6/4/2015 18:50,23177,Long
US,6/4/2015 19:00,23177,Long
US,6/4/2015 19:10,23150,Long
US,6/4/2015 19:20,23150,Long
US,6/4/2015 19:30,23130,Long
US,6/4/2015 19:40,23130,Long
US,6/4/2015 19:50,23139,Long
US,6/4/2015 20:00,23139,Long
US,6/4/2015 20:10,23189,Long
US,6/4/2015 20:20,23189,Long
US,6/4/2015 20:30,23250,Long
US,6/4/2015 20:40,23250,Long
US,6/4/2015 20:50,23301,Long
US,6/4/2015 21:00,23301,Long
US,6/4/2015 21:10,23288,Long
US,6/4/2015 21:20,23288,Long
US,6/4/2015 21:30,23236,Long
US,6/4/2015 21:40,23236,Long
US,6/4/2015 21:50,23209,Long
US,6/4/2015 22:01,23209,Long
US,6/4/2015 22:10,23178,Long
US,6/4/2015 22:20,23178,Long
US,6/4/2015 22:30,23078,Long
US,6/4/2015 22:40,23078,Long
US,6/4/2015 22:50,22944,Long
US,6/4/2015 23:00,22944,Long
US,6/4/2015 23:11,22842,Long
US,6/4/2015 23:20,22842,Long
US,6/4/2015 23:30,22816,Long
US,6/4/2015 23:40,22816,Long
US,6/4/2015 23:50,22841,Long
US,6/5/2015 0:00,22841,Long
US,6/5/2015 0:10,22890,Long
US,6/5/2015 0:20,22890,Long
US,6/5/2015 0:30,22976,Long
US,6/5/2015 0:40,22976,Long
US,6/5/2015 0:50,23003,Long
US,6/5/2015 1:00,23003,Long
US,6/5/2015 1:10,23017,Long
US,6/5/2015 1:20,23017,Long
US,6/5/2015 1:30,23017,Long
US,6/5/2015 1:40,23017,Long
US,6/5/2015 1:50,23080,Long
US,6/5/2015 2:00,23080,Long
US,6/5/2015 2:10,23010,Long
US,6/5/2015 2:20,23010,Long
US,6/5/2015 2:30,22962,Long
US,6/5/2015 2:40,22962,Long
US,6/5/2015 2:51,22922,Long
US,6/5/2015 3:00,22922,Long
US,6/5/2015 3:10,22938,Long
US,6/5/2015 3:21,22938,Long
US,6/5/2015 3:30,22981,Long
US,6/5/2015 3:40,22981,Long
US,6/5/2015 3:50,23058,Long
US,6/5/2015 4:00,23058,Long
US,6/5/2015 4:10,23190,Long
US,6/5/2015 4:20,23190,Long
US,6/5/2015 4:30,23322,Long
US,6/5/2015 4:40,23322,Long
US,6/5/2015 4:50,23411,Long
US,6/5/2015 5:00,23411,Long
US,6/5/2015 5:10,23467,Long
US,6/5/2015 5:20,23467,Long
US,6/5/2015 5:30,23536,Long
US,6/5/2015 5:41,23536,Long
US,6/5/2015 5:50,23539,Long
US,6/5/2015 6:00,23539,Long
US,6/5/2015 6:10,23401,Long
US,6/5/2015 6:21,23401,Long
US,6/5/2015 6:30,23265,Long
US,6/5/2015 6:40,23265,Long
US,6/5/2015 6:50,23125,Long
US,6/5/2015 7:00,23125,Long
US,6/5/2015 7:10,23074,Long
US,6/5/2015 7:20,23074,Long
US,6/5/2015 7:31,23039,Long
US,6/5/2015 7:40,23039,Long
US,6/5/2015 7:50,23045,Long
US,6/5/2015 8:00,23045,Long
US,6/5/2015 8:10,23055,Long
US,6/5/2015 8:20,23055,Long
US,6/5/2015 8:30,23057,Long
US,6/5/2015 8:40,23057,Long
US,6/5/2015 8:50,22971,Long
US,6/5/2015 9:00,22971,Long
US,6/5/2015 9:10,22891,Long
US,6/5/2015 9:20,22891,Long
US,6/5/2015 9:30,22840,Long
US,6/5/2015 9:40,22840,Long
US,6/5/2015 9:50,22851,Long
US,6/5/2015 10:00,22851,Long
US,6/5/2015 10:10,22873,Long
US,6/5/2015 10:20,22873,Long
US,6/5/2015 10:30,22889,Long
US,6/5/2015 10:40,22889,Long
US,6/5/2015 10:50,22901,Long
US,6/5/2015 11:00,22901,Long
US,6/5/2015 11:10,22914,Long
US,6/5/2015 11:20,22914,Long
US,6/5/2015 11:30,22941,Long
US,6/5/2015 11:40,22941,Long
US,6/5/2015 11:50,22987,Long
US,6/5/2015 12:00,22987,Long
US,6/5/2015 12:10,23045,Long
US,6/5/2015 12:20,23045,Long
US,6/5/2015 12:30,23089,Long
US,6/5/2015 12:40,23089,Long
US,6/5/2015 12:51,23112,Long
US,6/5/2015 13:00,23112,Long
US,6/5/2015 13:10,23138,Long
US,6/5/2015 13:20,23138,Long
US,6/5/2015 13:30,23166,Long
US,6/5/2015 13:40,23166,Long
US,6/5/2015 13:50,23213,Long
US,6/5/2015 14:00,23213,Long
US,6/5/2015 14:10,23264,Long
US,6/5/2015 14:20,23264,Long
US,6/5/2015 14:30,23122,Long
US,6/5/2015 14:41,23122,Long
US,6/5/2015 14:50,22984,Long
US,6/5/2015 15:00,22984,Long
US,6/5/2015 15:10,22849,Long
US,6/5/2015 15:20,22849,Long
US,6/5/2015 15:30,22806,Long
US,6/5/2015 15:41,22806,Long
US,6/5/2015 15:51,22798,Long
US,6/5/2015 16:01,22798,Long
US,6/5/2015 16:20,22872,Long
US,6/5/2015 16:30,23003,Long
US,6/5/2015 16:41,23003,Long
US,6/5/2015 16:50,23076,Long
US,6/5/2015 17:00,23076,Long
US,6/5/2015 17:10,23096,Long
US,6/5/2015 17:20,23096,Long
US,6/5/2015 17:30,23091,Long
US,6/5/2015 17:40,23091,Long
US,6/5/2015 17:50,23106,Long
US,6/5/2015 18:00,23106,Long
US,6/5/2015 18:10,23149,Long
US,6/5/2015 18:20,23149,Long
US,6/5/2015 18:30,23208,Long
US,6/5/2015 18:40,23208,Long
US,6/5/2015 18:51,23297,Long
US,6/5/2015 19:00,23297,Long
US,6/5/2015 19:10,23308,Long
US,6/5/2015 19:20,23308,Long
US,6/5/2015 19:30,23292,Long
US,6/5/2015 19:40,23292,Long
US,6/5/2015 19:50,23271,Long
US,6/5/2015 20:00,23271,Long
US,6/5/2015 20:10,23244,Long
US,6/5/2015 20:20,23244,Long
US,6/5/2015 20:30,23205,Long
US,6/5/2015 20:41,23205,Long
US,6/5/2015 20:50,23144,Long
US,6/5/2015 21:00,23144,Long
US,6/5/2015 21:10,23087,Long
US,6/5/2015 21:20,23087,Long
US,6/5/2015 21:30,23025,Long
US,6/5/2015 21:40,23025,Long
US,6/5/2015 21:50,22975,Long
US,6/5/2015 22:00,22975,Long
US,6/5/2015 22:10,22863,Long
US,6/5/2015 22:20,22863,Long
US,6/5/2015 22:30,22797,Long
US,6/5/2015 22:40,22797,Long
US,6/5/2015 22:50,22740,Long
US,6/5/2015 23:00,22740,Long
US,6/5/2015 23:10,22711,Long
US,6/5/2015 23:20,22711,Long
US,6/5/2015 23:30,22683,Long
US,6/5/2015 23:40,22683,Long
US,6/5/2015 23:50,22663,Long
US,6/6/2015 0:00,22663,Long
US,6/6/2015 0:10,22694,Long
US,6/6/2015 0:20,22694,Long
US,6/6/2015 0:30,22775,Long
US,6/6/2015 0:40,22775,Long
US,6/6/2015 0:50,22912,Long
US,6/6/2015 1:00,22912,Long
US,6/6/2015 1:10,23063,Long
US,6/6/2015 1:20,23063,Long
US,6/6/2015 1:30,23223,Long
US,6/6/2015 1:40,23223,Long
US,6/6/2015 1:50,23385,Long
US,6/6/2015 2:00,23385,Long
US,6/6/2015 2:11,23494,Long
US,6/6/2015 2:20,23494,Long
US,6/6/2015 2:30,23593,Long
US,6/6/2015 2:40,23593,Long
US,6/6/2015 2:50,23699,Long
US,6/6/2015 3:00,23699,Long
US,6/6/2015 3:10,23805,Long
US,6/6/2015 3:20,23805,Long
US,6/6/2015 3:30,23918,Long
US,6/6/2015 3:40,23918,Long
US,6/6/2015 3:50,23996,Long
US,6/6/2015 4:00,23996,Long
US,6/6/2015 4:10,24042,Long
US,6/6/2015 4:20,24042,Long
US,6/6/2015 4:30,24049,Long
US,6/6/2015 4:41,24049,Long
US,6/6/2015 4:50,24036,Long
US,6/6/2015 5:00,24036,Long
US,6/6/2015 5:10,23989,Long
US,6/6/2015 5:21,23989,Long
US,6/6/2015 5:30,23958,Long
US,6/6/2015 5:40,23958,Long
US,6/6/2015 5:50,23946,Long
US,6/6/2015 6:00,23946,Long
US,6/6/2015 6:10,23950,Long
US,6/6/2015 6:20,23950,Long
US,6/6/2015 6:30,23933,Long
US,6/6/2015 6:41,23933,Long
US,6/6/2015 6:50,23914,Long
US,6/6/2015 7:00,23914,Long
US,6/6/2015 7:10,23910,Long
US,6/6/2015 7:20,23910,Long
US,6/6/2015 7:30,23820,Long
US,6/6/2015 7:40,23820,Long
US,6/6/2015 7:50,23582,Long
US,6/6/2015 8:01,23582,Long
US,6/6/2015 8:10,23346,Long
US,6/6/2015 8:20,23346,Long
US,6/6/2015 8:30,23113,Long
US,6/6/2015 8:40,23113,Long
US,6/6/2015 8:50,22882,Long
US,6/6/2015 9:00,22882,Long
US,6/6/2015 9:10,22653,Long
US,6/6/2015 9:20,22653,Long
US,6/6/2015 9:30,22426,Long
US,6/6/2015 9:40,22426,Long
US,6/6/2015 9:50,22205,Long
US,6/6/2015 10:00,22205,Long
US,6/6/2015 10:10,22017,Long
US,6/6/2015 10:20,22017,Long
US,6/6/2015 10:30,21815,Long
US,6/6/2015 10:40,21815,Long
US,6/6/2015 10:50,21649,Long
US,6/6/2015 11:00,21649,Long
US,6/6/2015 11:10,21487,Long
US,6/6/2015 11:20,21487,Long
US,6/6/2015 11:30,21387,Long
US,6/6/2015 11:41,21387,Long
US,6/6/2015 11:50,21350,Long
US,6/6/2015 12:00,21350,Long
US,6/6/2015 12:10,21399,Long
US,6/6/2015 12:20,21399,Long
US,6/6/2015 12:30,21482,Long
US,6/6/2015 12:40,21482,Long
US,6/6/2015 12:50,21607,Long
US,6/6/2015 13:00,21607,Long
US,6/6/2015 13:10,21761,Long
US,6/6/2015 13:20,21761,Long
US,6/6/2015 13:30,21939,Long
US,6/6/2015 13:40,21939,Long
US,6/6/2015 13:50,22139,Long
US,6/6/2015 14:00,22139,Long
US,6/6/2015 14:10,22360,Long
US,6/6/2015 14:20,22360,Long
US,6/6/2015 14:30,22584,Long
US,6/6/2015 14:40,22584,Long
US,6/6/2015 14:50,22810,Long
US,6/6/2015 15:00,22810,Long
US,6/6/2015 15:10,23038,Long
US,6/6/2015 15:20,23038,Long
US,6/6/2015 15:30,23259,Long
US,6/6/2015 15:40,23259,Long
US,6/6/2015 15:50,23470,Long
US,6/6/2015 16:00,23470,Long
US,6/6/2015 16:10,23694,Long
US,6/6/2015 16:20,23694,Long
US,6/6/2015 16:30,23904,Long
US,6/6/2015 16:41,23904,Long
US,6/6/2015 16:50,24124,Long
US,6/6/2015 17:00,24124,Long
US,6/6/2015 17:10,24310,Long
US,6/6/2015 17:20,24310,Long
US,6/6/2015 17:30,24244,Long
US,6/6/2015 17:41,24244,Long
US,6/6/2015 17:50,24166,Long
US,6/6/2015 18:00,24166,Long
US,6/6/2015 18:10,24079,Long
US,6/6/2015 18:21,24079,Long
US,6/6/2015 18:30,24062,Long
US,6/6/2015 18:40,24062,Long
US,6/6/2015 18:50,24039,Long
US,6/6/2015 19:00,24039,Long
US,6/6/2015 19:11,24031,Long
US,6/6/2015 19:20,24031,Long
US,6/6/2015 19:30,23926,Long
US,6/6/2015 19:40,23926,Long
US,6/6/2015 19:50,23768,Long
US,6/6/2015 20:00,23768,Long
US,6/6/2015 20:10,23604,Long
US,6/6/2015 20:20,23604,Long
US,6/6/2015 20:30,23440,Long
US,6/6/2015 20:40,23440,Long
US,6/6/2015 20:50,23269,Long
US,6/6/2015 21:00,23269,Long
US,6/6/2015 21:10,23133,Long
US,6/6/2015 21:20,23133,Long
US,6/6/2015 21:30,22986,Long
US,6/6/2015 21:40,22986,Long
US,6/6/2015 21:50,22930,Long
US,6/6/2015 22:00,22930,Long
US,6/6/2015 22:10,22792,Long
US,6/6/2015 22:20,22792,Long
US,6/6/2015 22:30,22676,Long
US,6/6/2015 22:40,22676,Long
US,6/6/2015 22:50,22601,Long
US,6/6/2015 23:01,22601,Long
US,6/6/2015 23:10,22631,Long
US,6/6/2015 23:20,22631,Long
US,6/6/2015 23:30,22652,Long
US,6/6/2015 23:40,22652,Long
US,6/6/2015 23:50,22652,Long
US,6/7/2015 0:00,22652,Long
US,6/7/2015 0:10,22692,Long
US,6/7/2015 0:20,22692,Long
US,6/7/2015 0:30,22812,Long
US,6/7/2015 0:40,22812,Long
US,6/7/2015 0:50,22944,Long
US,6/7/2015 1:00,22944,Long
US,6/7/2015 1:10,23083,Long
US,6/7/2015 1:20,23083,Long
US,6/7/2015 1:30,23212,Long
US,6/7/2015 1:40,23212,Long
US,6/7/2015 1:50,23327,Long
US,6/7/2015 2:00,23327,Long
US,6/7/2015 2:10,23451,Long
US,6/7/2015 2:20,23451,Long
US,6/7/2015 2:30,23588,Long
US,6/7/2015 2:40,23588,Long
US,6/7/2015 2:50,23722,Long
US,6/7/2015 3:00,23722,Long
US,6/7/2015 3:10,23844,Long
US,6/7/2015 3:20,23844,Long
US,6/7/2015 3:30,23944,Long
US,6/7/2015 3:40,23944,Long
US,6/7/2015 3:50,24013,Long
US,6/7/2015 4:00,24013,Long
US,6/7/2015 4:11,24018,Long
US,6/7/2015 4:20,24018,Long
US,6/7/2015 4:30,23858,Long
US,6/7/2015 4:41,23858,Long
US,6/7/2015 4:50,23674,Long
US,6/7/2015 5:00,23674,Long
US,6/7/2015 5:10,23492,Long
US,6/7/2015 5:20,23492,Long
US,6/7/2015 5:30,23313,Long
US,6/7/2015 5:40,23313,Long
US,6/7/2015 5:50,23222,Long
US,6/7/2015 6:00,23222,Long
US,6/7/2015 6:10,23143,Long
US,6/7/2015 6:20,23143,Long
US,6/7/2015 6:30,23064,Long
US,6/7/2015 6:40,23064,Long
US,6/7/2015 6:50,22980,Long
US,6/7/2015 7:00,22980,Long
US,6/7/2015 7:10,22927,Long
US,6/7/2015 7:20,22927,Long
US,6/7/2015 7:30,22907,Long
US,6/7/2015 7:40,22907,Long
US,6/7/2015 7:50,22890,Long
US,6/7/2015 8:00,22890,Long
US,6/7/2015 8:10,22877,Long
US,6/7/2015 8:20,22877,Long
US,6/7/2015 8:30,22876,Long
US,6/7/2015 8:40,22876,Long
US,6/7/2015 8:50,22857,Long
US,6/7/2015 9:00,22857,Long
US,6/7/2015 9:10,22682,Long
US,6/7/2015 9:20,22682,Long
US,6/7/2015 9:30,22510,Long
US,6/7/2015 9:40,22510,Long
US,6/7/2015 9:50,22343,Long
US,6/7/2015 10:00,22343,Long
US,6/7/2015 10:10,22262,Long
US,6/7/2015 10:20,22262,Long
US,6/7/2015 10:30,22200,Long
US,6/7/2015 10:40,22200,Long
US,6/7/2015 10:50,22134,Long
US,6/7/2015 11:00,22134,Long
US,6/7/2015 11:10,22093,Long
US,6/7/2015 11:20,22093,Long
US,6/7/2015 11:30,22109,Long
US,6/7/2015 11:40,22109,Long
US,6/7/2015 11:50,22181,Long
US,6/7/2015 12:00,22181,Long
US,6/7/2015 12:10,22259,Long
US,6/7/2015 12:20,22259,Long
US,6/7/2015 12:30,22345,Long
US,6/7/2015 12:40,22345,Long
US,6/7/2015 12:50,22416,Long
US,6/7/2015 13:00,22416,Long
US,6/7/2015 13:10,22492,Long
US,6/7/2015 13:20,22492,Long
US,6/7/2015 13:30,22569,Long
US,6/7/2015 13:40,22569,Long
US,6/7/2015 13:50,22693,Long
US,6/7/2015 14:00,22693,Long
US,6/7/2015 14:10,22811,Long
US,6/7/2015 14:20,22811,Long
US,6/7/2015 14:30,22952,Long
US,6/7/2015 14:40,22952,Long
US,6/7/2015 14:50,23099,Long
US,6/7/2015 15:00,23099,Long
US,6/7/2015 15:11,23226,Long
US,6/7/2015 15:20,23226,Long
US,6/7/2015 15:30,23304,Long
US,6/7/2015 15:40,23304,Long
US,6/7/2015 15:50,23347,Long
US,6/7/2015 16:00,23347,Long
US,6/7/2015 16:11,23414,Long
US,6/7/2015 16:20,23414,Long
US,6/7/2015 16:30,23452,Long
US,6/7/2015 16:40,23452,Long
US,6/7/2015 16:50,23501,Long
US,6/7/2015 17:00,23501,Long
US,6/7/2015 17:10,23451,Long
US,6/7/2015 17:20,23451,Long
US,6/7/2015 17:30,23454,Long
US,6/7/2015 17:40,23454,Long
